지점,지점명,일시,기온(°C),강수량(mm),풍속(m/s),습도(%),현지기압(hPa),지면온도(°C)
203,이천,2020-01-01 15:00,-2.5,,.7,74,1022.5,.2
203,이천,2020-01-01 16:00,-2.3,,.2,74,1022.8,.1
203,이천,2020-01-01 17:00,-2.2,,.3,76,1022.8,.1
203,이천,2020-01-01 18:00,-2.6,,.3,80,1022.8,.1
203,이천,2020-01-01 19:00,-2.9,,.4,84,1022.8,-.1
203,이천,2020-01-01 20:00,-2.8,,.4,85,1022.6,-.2
203,이천,2020-01-01 21:00,-2.9,,.1,87,1022.5,-.3
203,이천,2020-01-01 22:00,-2.7,,0,86,1022.4,-.3
203,이천,2020-01-01 23:00,-2.4,,.1,84,1022.7,-.3
203,이천,2020-01-02 00:00,-2.4,,.1,88,1022.3,-.3
211,인제,2020-01-01 01:00,-7.6,,3.2,40,1006.9,-3.2
211,인제,2020-01-01 02:00,-7.1,,3,40,1006.6,-3
211,인제,2020-01-01 03:00,-6.8,0,2,50,1006.4,-2.5
211,인제,2020-01-01 04:00,-6.8,,2.9,58,1006.2,-2.8
211,인제,2020-01-01 05:00,-6.8,,3,61,1006.4,-2.6
211,인제,2020-01-01 06:00,-6.8,0,2.1,68,1006.5,-2.5
211,인제,2020-01-01 07:00,-6.6,,2.2,74,1006.8,-2.2
211,인제,2020-01-01 08:00,-7.2,,1.7,78,1007.3,-2.8
211,인제,2020-01-01 09:00,-6.4,0,2.2,78,1007.9,-2
211,인제,2020-01-01 10:00,-4.7,,3.3,73,1008,-.5
211,인제,2020-01-01 11:00,-2.6,,4.2,66,1007.5,.5
211,인제,2020-01-01 12:00,-1.2,,3.5,60,1006.1,3
211,인제,2020-01-01 13:00,-.8,,3.3,62,1005.3,1.5
211,인제,2020-01-01 14:00,.4,,2.6,54,1004.7,1.5
211,인제,2020-01-01 15:00,.8,,3.7,53,1004.9,2
211,인제,2020-01-01 16:00,.7,,3.2,53,1005.1,.5
211,인제,2020-01-01 17:00,.1,,4.1,57,1005.5,.1
211,인제,2020-01-01 18:00,-.7,,3.1,62,1006,-.4
211,인제,2020-01-01 19:00,-1.1,,2.7,65,1006.5,-.9
211,인제,2020-01-01 20:00,-2.5,,1.3,70,1006.2,-1.4
211,인제,2020-01-01 21:00,-4.6,,.7,80,1006.5,-2.1
211,인제,2020-01-01 22:00,-5.5,,0,84,1006.6,-2.4
211,인제,2020-01-01 23:00,-4.8,,.1,83,1006.8,-1.7
211,인제,2020-01-02 00:00,-5,,.1,85,1006.7,-2.2
212,홍천,2020-01-01 01:00,-9.5,,1.8,65,1015.5,-2.5
212,홍천,2020-01-01 02:00,-9.1,,1.5,58,1015.3,-2.3
212,홍천,2020-01-01 03:00,-8.7,0,1.3,56,1015.1,-2.2
212,홍천,2020-01-01 04:00,-8.4,,1.1,61,1015,-2.2
212,홍천,2020-01-01 05:00,-7.8,,.9,60,1014.9,-2.1
212,홍천,2020-01-01 06:00,-7.9,0,1.4,63,1015,-2
212,홍천,2020-01-01 07:00,-7.8,,1.4,71,1015.3,-2.1
212,홍천,2020-01-01 08:00,-7.7,,.8,75,1015.6,-2
212,홍천,2020-01-01 09:00,-7.3,0,1.2,81,1016.2,-1.3
212,홍천,2020-01-01 10:00,-6.5,,.7,78,1016.4,-.5
212,홍천,2020-01-01 11:00,-5.4,,.5,78,1016,-.1
212,홍천,2020-01-01 12:00,-2.9,0,.6,70,1014.7,.1
212,홍천,2020-01-01 13:00,-1.9,,1.1,71,1013.8,.2
212,홍천,2020-01-01 14:00,-.5,,1.9,67,1013.5,.3
212,홍천,2020-01-01 15:00,-.1,,1.4,64,1013.3,.4
212,홍천,2020-01-01 16:00,.1,,1.5,63,1013.8,.2
212,홍천,2020-01-01 17:00,-.1,,1.6,63,1013.9,.2
212,홍천,2020-01-01 18:00,-.7,,1.4,68,1014,.2
212,홍천,2020-01-01 19:00,-.8,,.5,70,1014.2,.2
212,홍천,2020-01-01 20:00,-1.6,,1.3,75,1013.8,.2
212,홍천,2020-01-01 21:00,-2.9,,1.1,80,1014.1,-.3
212,홍천,2020-01-01 22:00,-3.7,,1.5,81,1014.1,-1.1
212,홍천,2020-01-01 23:00,-4.8,,.7,84,1014.4,-1.6
212,홍천,2020-01-02 00:00,-5.2,,.4,86,1014.4,-1.4
216,태백,2020-01-01 01:00,-7.8,,2.5,51,940.8,-9.8
216,태백,2020-01-01 02:00,-7.7,,2.6,64,940.8,-9
216,태백,2020-01-01 03:00,-7.4,,1.8,67,940.5,-8.8
216,태백,2020-01-01 04:00,-6.9,,2.6,63,939.9,-9
216,태백,2020-01-01 05:00,-7.4,,2,65,939.6,-9.3
216,태백,2020-01-01 06:00,-6.6,,2.6,66,939.7,-9.1
216,태백,2020-01-01 07:00,-6.7,,1.5,68,940.4,-9
216,태백,2020-01-01 08:00,-6.3,,1.5,67,941,-8.6
216,태백,2020-01-01 09:00,-5.4,,2.6,64,941.8,-7.3
216,태백,2020-01-01 10:00,-4.3,,1.9,58,942.3,-1.8
216,태백,2020-01-01 11:00,-3.3,,2.4,56,942.3,-.2
216,태백,2020-01-01 12:00,-1.2,,1.2,49,941,3.4
216,태백,2020-01-01 13:00,-1.2,,1.7,46,940.4,2.9
216,태백,2020-01-01 14:00,-1.3,,1.3,46,939.9,3.6
216,태백,2020-01-01 15:00,-1.3,,1,48,940.4,-.3
216,태백,2020-01-01 16:00,-2.2,,.8,53,940.9,-.7
216,태백,2020-01-01 17:00,-3.6,,.7,61,941.3,-2
216,태백,2020-01-01 18:00,-4.1,,.8,62,941.6,-3.7
216,태백,2020-01-01 19:00,-4.6,,1.2,66,941.8,-5.7
216,태백,2020-01-01 20:00,-5.2,,.5,70,941.7,-7
216,태백,2020-01-01 21:00,-6.2,,.3,74,941.7,-7.9
216,태백,2020-01-01 22:00,-6.4,,1.6,74,941.6,-8.4
216,태백,2020-01-01 23:00,-6.6,,2,74,941.5,-8.9
216,태백,2020-01-02 00:00,-7.2,,.5,76,941.4,-9.2
217,정선군,2020-01-01 01:00,-8.9,,1.1,59,993.2,-5.6
217,정선군,2020-01-01 02:00,-8.1,,.8,61,993.1,-5
217,정선군,2020-01-01 03:00,-8.4,,2.1,63,992.4,-5.3
217,정선군,2020-01-01 04:00,-7.7,,1.4,73,992,-5.2
217,정선군,2020-01-01 05:00,-6.3,,2.1,72,991.9,-4.7
217,정선군,2020-01-01 06:00,-6.3,,1.7,77,992,-4.9
217,정선군,2020-01-01 07:00,-5.2,,3,79,992.5,-4.4
217,정선군,2020-01-01 08:00,-4.9,,2.2,81,992.9,-4.1
217,정선군,2020-01-01 09:00,-4,,2.1,81,993.6,-2.6
217,정선군,2020-01-01 10:00,-2.8,,2.8,76,993.8,-.8
217,정선군,2020-01-01 11:00,-1.3,,3.1,72,993.5,.1
217,정선군,2020-01-01 12:00,-.8,,2.6,70,992.3,.8
217,정선군,2020-01-01 13:00,.2,,2.8,67,991.5,2.6
217,정선군,2020-01-01 14:00,.5,,2.8,63,991.2,1.5
217,정선군,2020-01-01 15:00,.2,,5.5,63,991.4,1.5
217,정선군,2020-01-01 16:00,-.6,,8.3,62,991.9,-.3
217,정선군,2020-01-01 17:00,-.9,,4.2,66,992.3,-.4
217,정선군,2020-01-01 18:00,-1.3,,3.4,69,992.7,-.6
217,정선군,2020-01-01 19:00,-3.3,,.8,79,993.1,-1.2
217,정선군,2020-01-01 20:00,-3.7,,1,79,993,-1.9
217,정선군,2020-01-01 21:00,-3.6,,.9,78,993,-2.6
217,정선군,2020-01-01 22:00,-5,,.5,87,992.9,-3.2
217,정선군,2020-01-01 23:00,-6.3,,.6,92,993,-3.8
217,정선군,2020-01-02 00:00,-7,,.4,95,993.2,-4.3
221,제천,2020-01-01 01:00,-8.8,,1.3,60,999.9,-5
221,제천,2020-01-01 02:00,-8.5,,.8,60,999.6,-4.5
221,제천,2020-01-01 03:00,-8.2,,.6,59,999.4,-3.8
221,제천,2020-01-01 04:00,-8,,1,67,999.5,-3.8
221,제천,2020-01-01 05:00,-7.8,,1,68,999.1,-3.9
221,제천,2020-01-01 06:00,-7.5,0,1.2,75,999.4,-3.6
221,제천,2020-01-01 07:00,-7.4,,.6,84,999.6,-3.3
221,제천,2020-01-01 08:00,-6.8,,1.2,82,999.9,-2.9
221,제천,2020-01-01 09:00,-6.5,.1,.6,86,1000.2,-2.1
221,제천,2020-01-01 10:00,-5.7,,1.6,86,1000.5,-1.1
221,제천,2020-01-01 11:00,-4.4,,1.3,83,1000.2,-.4
221,제천,2020-01-01 12:00,-3.1,.1,.6,79,999,0
221,제천,2020-01-01 13:00,-1.5,,2.2,76,998.3,1.7
221,제천,2020-01-01 14:00,-.9,,2.9,76,998,.7
221,제천,2020-01-01 15:00,-1.1,,3.4,79,997.9,.1
221,제천,2020-01-01 16:00,-.9,,2.6,77,998.6,-.2
221,제천,2020-01-01 17:00,-1.2,,.8,77,998.9,-.2
221,제천,2020-01-01 18:00,-1.6,,1.1,81,999,-.2
221,제천,2020-01-01 19:00,-1.5,,1.5,77,999,-.4
221,제천,2020-01-01 20:00,-2.2,,1,84,998.8,-.6
221,제천,2020-01-01 21:00,-2.8,,.7,86,998.7,-1.3
221,제천,2020-01-01 22:00,-4.4,,.5,89,998.5,-2.4
221,제천,2020-01-01 23:00,-4.3,,1.2,88,998.9,-2.9
221,제천,2020-01-02 00:00,-3.6,,.7,88,998.7,-2.7
226,보은,2020-01-01 01:00,-9.3,,.1,84,1012.3,-4.1
226,보은,2020-01-01 02:00,-9.6,,.1,85,1011.5,-4.4
226,보은,2020-01-01 03:00,-8.1,,.1,78,1011.7,-2.7
226,보은,2020-01-01 04:00,-7.4,,.5,77,1011.5,-2.5
226,보은,2020-01-01 05:00,-6.6,,.8,74,1011.2,-2.3
226,보은,2020-01-01 06:00,-6.2,,.6,72,1011.3,-2.1
226,보은,2020-01-01 07:00,-5.9,,.5,75,1011.2,-2.4
226,보은,2020-01-01 08:00,-5.4,,0,76,1011.5,-2
226,보은,2020-01-01 09:00,-4.6,,.3,75,1011.8,-1.2
226,보은,2020-01-01 10:00,-3.4,,.7,84,1012.2,-.2
226,보은,2020-01-01 11:00,-1.7,,1,80,1011.7,.3
226,보은,2020-01-01 12:00,.3,,.8,72,1010.8,1.2
226,보은,2020-01-01 13:00,2.1,,2.2,61,1010.1,2.8
226,보은,2020-01-01 14:00,2.6,,2.1,57,1009.6,2.9
226,보은,2020-01-01 15:00,2.8,,2.2,58,1009.5,2.3
226,보은,2020-01-01 16:00,2.5,,2.1,61,1010,1.3
226,보은,2020-01-01 17:00,1.6,,1.6,64,1010,-.2
226,보은,2020-01-01 18:00,.8,,1.3,70,1010.3,.2
226,보은,2020-01-01 19:00,.6,,1.2,75,1010.3,.2
226,보은,2020-01-01 20:00,.2,,.5,80,1010.1,.2
226,보은,2020-01-01 21:00,.1,,.5,83,1009.8,.2
226,보은,2020-01-01 22:00,-.4,,.2,86,1010,.1
226,보은,2020-01-01 23:00,-.5,,0,87,1010.2,.1
226,보은,2020-01-02 00:00,-.7,,0,90,1009.8,.1
232,천안,2020-01-01 01:00,-8.7,,.6,85,1023.9,-2.9
232,천안,2020-01-01 02:00,-7.3,,1.2,76,1023.1,-2.4
232,천안,2020-01-01 03:00,-6.7,,1.2,73,1023.2,-2.2
232,천안,2020-01-01 04:00,-6.2,,1.2,72,1023.1,-2
232,천안,2020-01-01 05:00,-5.9,,1,71,1023,-1.9
232,천안,2020-01-01 06:00,-5.6,,1.1,71,1023,-2
232,천안,2020-01-01 07:00,-5.4,,1.4,73,1023.1,-1.9
232,천안,2020-01-01 08:00,-5.2,,1.4,74,1023.2,-1.8
232,천안,2020-01-01 09:00,-5.1,,1.4,83,1023.5,-1.4
232,천안,2020-01-01 10:00,-4.8,,1.7,90,1024,-.7
232,천안,2020-01-01 11:00,-3.5,,1.5,85,1023.6,0
232,천안,2020-01-01 12:00,-2.1,,1.4,80,1022.6,2
232,천안,2020-01-01 13:00,-.5,,.6,75,1021.8,1.6
232,천안,2020-01-01 14:00,.1,,2.2,72,1021.3,1.5
232,천안,2020-01-01 15:00,.8,,1.3,70,1021.6,1
232,천안,2020-01-01 16:00,1.2,,.7,71,1022,.7
232,천안,2020-01-01 17:00,.9,,.8,79,1022,.1
232,천안,2020-01-01 18:00,.6,,.4,83,1022.1,.1
232,천안,2020-01-01 19:00,.5,,.7,85,1021.9,.1
232,천안,2020-01-01 20:00,.2,,1,86,1021.7,.1
232,천안,2020-01-01 21:00,-.3,,.8,91,1021.5,0
232,천안,2020-01-01 22:00,-.5,,.9,92,1021.6,-.1
232,천안,2020-01-01 23:00,-.6,,.6,93,1021.9,-.1
232,천안,2020-01-02 00:00,-.7,,.8,94,1021.5,-.1
235,보령,2020-01-01 01:00,-4,,.4,65,1031.2,-.8
235,보령,2020-01-01 02:00,-3.5,,.4,67,1030.8,-.6
235,보령,2020-01-01 03:00,-2.9,,.2,72,1031.1,-.5
235,보령,2020-01-01 04:00,-2.8,,.1,72,1030.8,-.4
235,보령,2020-01-01 05:00,-2.5,,1.4,73,1030.8,-.5
235,보령,2020-01-01 06:00,-2.4,,.1,73,1030.6,-.4
235,보령,2020-01-01 07:00,-2.1,,0,75,1030.9,-.3
235,보령,2020-01-01 08:00,-1.8,,.1,73,1030.8,-.3
235,보령,2020-01-01 09:00,-1.4,,1.3,75,1031.3,-.1
235,보령,2020-01-01 10:00,-.3,,0,73,1031.5,.1
235,보령,2020-01-01 11:00,1.3,,0,68,1031.3,.1
235,보령,2020-01-01 12:00,2.9,,.7,59,1030.5,3.5
235,보령,2020-01-01 13:00,3.3,,2,60,1029.9,4.7
235,보령,2020-01-01 14:00,3.6,,2.2,60,1029.3,5.5
235,보령,2020-01-01 15:00,4.9,,1,51,1029.4,6.5
235,보령,2020-01-01 16:00,4.1,,.3,55,1030,5
235,보령,2020-01-01 17:00,3.6,,.1,58,1029.9,3.8
235,보령,2020-01-01 18:00,2.6,,.5,62,1029.8,2.1
235,보령,2020-01-01 19:00,2.3,,.1,61,1029.7,1.1
235,보령,2020-01-01 20:00,.1,,0,72,1029.4,.6
235,보령,2020-01-01 21:00,-.2,,0,74,1029.5,.6
235,보령,2020-01-01 22:00,-.7,,1.2,79,1029.7,.5
235,보령,2020-01-01 23:00,-.8,,1.3,79,1029.5,.5
235,보령,2020-01-02 00:00,-1,,.2,79,1029.1,.3
236,부여,2020-01-01 01:00,-8.3,,.6,84,1033.3,-4.2
236,부여,2020-01-01 02:00,-6.9,,.7,79,1033,-2.6
236,부여,2020-01-01 03:00,-6.4,,.8,78,1032.9,-2.2
236,부여,2020-01-01 04:00,-5.8,,.3,73,1032.4,-1.9
236,부여,2020-01-01 05:00,-5.6,,.3,77,1032.6,-1.9
236,부여,2020-01-01 06:00,-5.2,,.7,75,1032.5,-1.9
236,부여,2020-01-01 07:00,-5.1,,.2,72,1032.8,-2
236,부여,2020-01-01 08:00,-5.5,,.4,78,1032.8,-2.3
236,부여,2020-01-01 09:00,-4.4,,.3,72,1033.2,-.9
236,부여,2020-01-01 10:00,-3.4,,.4,68,1033.3,.1
236,부여,2020-01-01 11:00,-2.1,,.7,65,1033,.3
236,부여,2020-01-01 12:00,-.5,,.3,63,1032.1,1.3
236,부여,2020-01-01 13:00,1.1,,.5,60,1031.5,2.5
236,부여,2020-01-01 14:00,3.7,,1.8,58,1030.6,4.9
236,부여,2020-01-01 15:00,3.8,,1.5,57,1030.7,3.2
236,부여,2020-01-01 16:00,3.6,,1.4,58,1031.2,1.8
236,부여,2020-01-01 17:00,2.7,,.8,64,1031.2,.2
236,부여,2020-01-01 18:00,1.2,,.4,72,1031.1,.3
236,부여,2020-01-01 19:00,.5,,.3,76,1031,.3
236,부여,2020-01-01 20:00,-.9,,0,84,1030.7,.2
236,부여,2020-01-01 21:00,-2.1,,0,90,1030.8,-.2
236,부여,2020-01-01 22:00,-2.7,,0,93,1031,-.6
236,부여,2020-01-01 23:00,-3.3,,0,95,1031.1,-1.1
236,부여,2020-01-02 00:00,-3.7,,0,95,1030.7,-1.4
238,금산,2020-01-01 01:00,-9.2,,.8,81,1013.1,-5.4
238,금산,2020-01-01 02:00,-9.5,,0,82,1012.7,-5.6
238,금산,2020-01-01 03:00,-8.6,,.7,74,1012.3,-3.4
238,금산,2020-01-01 04:00,-7.9,,.5,78,1011.8,-2.7
238,금산,2020-01-01 05:00,-7.5,,.9,77,1011.8,-2.6
238,금산,2020-01-01 06:00,-6.8,,.5,75,1011.7,-2.3
238,금산,2020-01-01 07:00,-6.2,,.4,74,1011.9,-2.3
238,금산,2020-01-01 08:00,-5.5,,0,73,1012,-2.1
238,금산,2020-01-01 09:00,-4.9,,.3,73,1012.4,-1.1
238,금산,2020-01-01 10:00,-3.3,,.2,70,1012.7,.1
238,금산,2020-01-01 11:00,-1.8,,.4,66,1012.4,1
238,금산,2020-01-01 12:00,.8,,.3,61,1011.2,2.7
238,금산,2020-01-01 13:00,2.8,,2.8,54,1010.6,4.9
238,금산,2020-01-01 14:00,3.2,,2.4,51,1010,5.5
238,금산,2020-01-01 15:00,3.4,,2.1,49,1010,2.5
238,금산,2020-01-01 16:00,2.7,,2.2,54,1010.5,-.2
238,금산,2020-01-01 17:00,1.9,,1.6,59,1010.8,.1
238,금산,2020-01-01 18:00,1.6,,1,61,1010.7,0
238,금산,2020-01-01 19:00,-.1,,.3,74,1010.7,-.8
238,금산,2020-01-01 20:00,-1,,.1,79,1010.4,-1.4
238,금산,2020-01-01 21:00,-2.5,,0,85,1010.3,-1.8
238,금산,2020-01-01 22:00,-2.3,,.3,85,1010.6,-.9
238,금산,2020-01-01 23:00,-2.9,,.3,87,1010.7,-1.9
238,금산,2020-01-02 00:00,-3.9,,.7,91,1010.4,-2.3
239,세종,2020-01-01 01:00,-8.5,,.6,73,1022.4,-7.8
239,세종,2020-01-01 02:00,-7.3,,.7,67,1021.8,-5
239,세종,2020-01-01 03:00,-7.1,,.9,70,1021.8,-3.9
239,세종,2020-01-01 04:00,-7,,.7,72,1021.5,-3.7
239,세종,2020-01-01 05:00,-6.7,,.6,70,1021.6,-3.6
239,세종,2020-01-01 06:00,-6.4,,.8,72,1021.5,-3.6
239,세종,2020-01-01 07:00,-6.1,,.5,74,1021.7,-3.4
239,세종,2020-01-01 08:00,-5.5,,.1,73,1021.8,-3.2
239,세종,2020-01-01 09:00,-4.9,,.1,70,1022.1,-1.9
239,세종,2020-01-01 10:00,-3.4,,.9,66,1022.3,-.1
239,세종,2020-01-01 11:00,-.9,,1.5,57,1021.9,4.1
239,세종,2020-01-01 12:00,1.7,,1.1,53,1020.9,4.5
239,세종,2020-01-01 13:00,3.5,,1.2,45,1020.1,5.7
239,세종,2020-01-01 14:00,3.6,,1.9,47,1019.5,5.8
239,세종,2020-01-01 15:00,3.5,,1.4,48,1019.7,3.3
239,세종,2020-01-01 16:00,3.3,,.8,50,1020.2,1.5
239,세종,2020-01-01 17:00,2,,.9,57,1020.3,.1
239,세종,2020-01-01 18:00,1.2,,1,61,1020.6,0
239,세종,2020-01-01 19:00,.8,,.4,64,1020.4,0
239,세종,2020-01-01 20:00,.7,,.3,66,1020.2,-.1
239,세종,2020-01-01 21:00,.2,,.2,68,1020.1,-.2
239,세종,2020-01-01 22:00,-.1,,.8,70,1020.3,-.3
239,세종,2020-01-01 23:00,-.2,,.1,72,1020.4,-.5
239,세종,2020-01-02 00:00,-1.1,,0,78,1019.9,-1.8
243,부안,2020-01-01 01:00,-6.2,,.3,78,1033.7,-4.6
243,부안,2020-01-01 02:00,-4.6,,.8,69,1033.3,-2.5
243,부안,2020-01-01 03:00,-4.1,,1.2,70,1033.4,-2.1
243,부안,2020-01-01 04:00,-3.6,,1.5,66,1032.6,-2.1
243,부안,2020-01-01 05:00,-2.9,,1.2,62,1032.7,-1.8
243,부안,2020-01-01 06:00,-3.2,,.1,68,1032.3,-2.5
243,부안,2020-01-01 07:00,-2.7,,.3,68,1032.7,-1.7
243,부안,2020-01-01 08:00,-2.4,,1,71,1032.6,-1.6
243,부안,2020-01-01 09:00,-1.7,,1.3,71,1033.1,-.4
243,부안,2020-01-01 10:00,-.5,,1.1,73,1033.3,.3
243,부안,2020-01-01 11:00,1.1,,.8,68,1033.2,.7
243,부안,2020-01-01 12:00,2.2,,1.1,65,1032.3,1.7
243,부안,2020-01-01 13:00,3.4,,.7,59,1031.7,6.6
243,부안,2020-01-01 14:00,4.2,,.9,59,1031,8
243,부안,2020-01-01 15:00,4,,1.3,59,1031.3,6.1
243,부안,2020-01-01 16:00,4.1,,1.5,58,1031.8,4.9
243,부안,2020-01-01 17:00,3.1,,.4,64,1031.9,2.6
243,부안,2020-01-01 18:00,.5,,0,78,1031.5,.4
243,부안,2020-01-01 19:00,-.3,,0,82,1031.4,.7
243,부안,2020-01-01 20:00,-.6,,0,83,1030.9,.4
243,부안,2020-01-01 21:00,-1.3,,0,87,1031,-.3
243,부안,2020-01-01 22:00,-1.6,,0,88,1031.2,-1.2
243,부안,2020-01-01 23:00,-1.9,,0,89,1031.3,-1.7
243,부안,2020-01-02 00:00,-1.3,,0,86,1030.7,-2.1
244,임실,2020-01-01 01:00,-8.2,,.6,71,1003,-4.9
244,임실,2020-01-01 02:00,-8.9,,.2,78,1002.8,-4.9
244,임실,2020-01-01 03:00,-8.5,,.4,72,1002.9,-5.2
244,임실,2020-01-01 04:00,-8.5,,0,77,1002.7,-3.6
244,임실,2020-01-01 05:00,-7.1,,0,70,1002.6,-3.3
244,임실,2020-01-01 06:00,-6.2,,.5,69,1001.9,-2.6
244,임실,2020-01-01 07:00,-5.7,,.5,72,1002.4,-2.7
244,임실,2020-01-01 08:00,-5.1,,.2,74,1002.5,-2.1
244,임실,2020-01-01 09:00,-4.2,,0,71,1002.7,-.6
244,임실,2020-01-01 10:00,-2,,0,69,1003.1,1.7
244,임실,2020-01-01 11:00,0,,1.4,70,1002.9,3.1
244,임실,2020-01-01 12:00,1.4,,.8,63,1001.8,3.6
244,임실,2020-01-01 13:00,1.2,,2.7,62,1001.2,3.2
244,임실,2020-01-01 14:00,1.9,,1.9,60,1000.8,4
244,임실,2020-01-01 15:00,2.1,,1.3,59,1000.9,7.8
244,임실,2020-01-01 16:00,2,,1.5,59,1001.4,3.3
244,임실,2020-01-01 17:00,1,,1.5,64,1001.7,.1
244,임실,2020-01-01 18:00,-.5,,.3,72,1001.4,-.8
244,임실,2020-01-01 19:00,-2.2,,.2,84,1001.5,-1.2
244,임실,2020-01-01 20:00,-3,,0,89,1001.1,-1.5
244,임실,2020-01-01 21:00,-3.8,,0,92,1001,-1.6
244,임실,2020-01-01 22:00,-4.5,,0,94,1001.4,-1.8
244,임실,2020-01-01 23:00,-5,,0,95,1001.4,-2.1
244,임실,2020-01-02 00:00,-5.5,,0,95,1001.1,-2.5
245,정읍,2020-01-01 01:00,-6.2,,.8,60,1025.3,-5.8
245,정읍,2020-01-01 02:00,-6.9,,.7,68,1024.8,-5.9
245,정읍,2020-01-01 03:00,-6.3,,.4,74,1024.9,-3.6
245,정읍,2020-01-01 04:00,-4.8,,.5,67,1024.3,-3.1
245,정읍,2020-01-01 05:00,-4,,.4,70,1024.2,-2.8
245,정읍,2020-01-01 06:00,-4,,.5,76,1023.8,-3.3
245,정읍,2020-01-01 07:00,-3.7,,.8,75,1024.4,-3
245,정읍,2020-01-01 08:00,-3.3,,.2,77,1024.2,-2.5
245,정읍,2020-01-01 09:00,-2.7,,1.1,76,1024.7,-2.1
245,정읍,2020-01-01 10:00,-1,,0,73,1024.8,-1.1
245,정읍,2020-01-01 11:00,.8,,.2,69,1024.8,-.6
245,정읍,2020-01-01 12:00,2.2,,.9,62,1023.9,1.2
245,정읍,2020-01-01 13:00,3.2,,.9,57,1023.3,3.8
245,정읍,2020-01-01 14:00,3.4,,1.7,57,1022.8,3.9
245,정읍,2020-01-01 15:00,3.5,,1.7,55,1022.9,3.8
245,정읍,2020-01-01 16:00,3.4,,2,55,1023.5,2.2
245,정읍,2020-01-01 17:00,2.3,,2.7,61,1023.6,.6
245,정읍,2020-01-01 18:00,1.2,,1.4,64,1023.4,-.3
245,정읍,2020-01-01 19:00,.4,,0,68,1023.3,-.4
245,정읍,2020-01-01 20:00,-1.2,,0,77,1022.8,-.6
245,정읍,2020-01-01 21:00,-1.9,,0,80,1022.9,-1.2
245,정읍,2020-01-01 22:00,-2,,0,81,1023,-1.8
245,정읍,2020-01-01 23:00,-2.1,,0,81,1023.2,-2.5
245,정읍,2020-01-02 00:00,-2.5,,0,84,1022.7,-3
247,남원,2020-01-01 01:00,-8.5,,1.7,76,1017.7,-6.7
247,남원,2020-01-01 02:00,-9.3,,1.2,83,1017.4,-7
247,남원,2020-01-01 03:00,-9.1,,.8,70,1017.4,-7
247,남원,2020-01-01 04:00,-8.6,,.7,69,1017.4,-6.7
247,남원,2020-01-01 05:00,-7.3,,.2,70,1017.2,-4.1
247,남원,2020-01-01 06:00,-6.1,,1.4,68,1016.3,-3.5
247,남원,2020-01-01 07:00,-5.3,,.6,62,1016.8,-3
247,남원,2020-01-01 08:00,-5.2,,.9,66,1017.2,-3
247,남원,2020-01-01 09:00,-3.8,,1,65,1017.3,-1.7
247,남원,2020-01-01 10:00,-1.6,,.5,63,1017.4,-.2
247,남원,2020-01-01 11:00,.5,,.8,62,1017.4,.2
247,남원,2020-01-01 12:00,1.5,,1.3,58,1016.3,1.6
247,남원,2020-01-01 13:00,2.2,,1.8,58,1015.6,2.3
247,남원,2020-01-01 14:00,3.2,,1.5,55,1015,3.8
247,남원,2020-01-01 15:00,3.1,,1.2,56,1015.1,2.5
247,남원,2020-01-01 16:00,2.9,,1.9,55,1015.5,.8
247,남원,2020-01-01 17:00,2.1,,1.5,59,1015.9,0
247,남원,2020-01-01 18:00,.8,,.5,63,1015.8,-.1
247,남원,2020-01-01 19:00,-1.2,,1.5,77,1015.8,-.6
247,남원,2020-01-01 20:00,-2.2,,1.4,80,1015.5,-1.5
247,남원,2020-01-01 21:00,-2.7,,0,84,1015.3,-2.3
247,남원,2020-01-01 22:00,-3.2,,1.6,85,1015.7,-2.7
247,남원,2020-01-01 23:00,-3.7,,1.9,88,1015.7,-3.1
247,남원,2020-01-02 00:00,-4,,2.4,89,1015.5,-3.3
248,장수,2020-01-01 01:00,-9.5,,2.7,64,982.5,-3.9
248,장수,2020-01-01 02:00,-10.5,,.9,77,982.7,-3.9
248,장수,2020-01-01 03:00,-9.7,,1.9,71,982.6,-4.2
248,장수,2020-01-01 04:00,-10.6,,.7,80,982.3,-4.3
248,장수,2020-01-01 05:00,-8.4,,.7,79,982.1,-2.8
248,장수,2020-01-01 06:00,-6.8,,1,74,981.7,-2.4
248,장수,2020-01-01 07:00,-5.4,,1.3,76,981.9,-2.4
248,장수,2020-01-01 08:00,-5.4,,.7,82,981.9,-2.2
248,장수,2020-01-01 09:00,-4.4,,.8,81,982.3,-1.6
248,장수,2020-01-01 10:00,-1.8,,2.2,74,982.8,-.2
248,장수,2020-01-01 11:00,-.5,,3.1,66,982.5,.3
248,장수,2020-01-01 12:00,0,,2.6,65,981.6,.6
248,장수,2020-01-01 13:00,.8,,2.8,62,981,1.2
248,장수,2020-01-01 14:00,.9,,3,63,980.5,1.7
248,장수,2020-01-01 15:00,1.2,,2.1,59,980.4,1.7
248,장수,2020-01-01 16:00,1.1,,3.3,58,981,.8
248,장수,2020-01-01 17:00,-.3,,1.4,68,981.4,0
248,장수,2020-01-01 18:00,-1.9,,.2,77,981.4,0
248,장수,2020-01-01 19:00,-1.5,,1.8,75,981.5,-.1
248,장수,2020-01-01 20:00,-3.3,,.4,87,981.1,-.2
248,장수,2020-01-01 21:00,-4.1,,.3,90,980.9,-.3
